"","carat","cut","color","clarity","depth","table","price","x","y","z"
"19841",1.21,"Premium","G","VS2",62.8,59,8402,6.84,6.76,4.27
"19842",1.21,"Very Good","F","VS2",62.9,54,8403,6.78,6.82,4.28
"19843",1.01,"Very Good","E","VS1",60.4,60,8403,6.43,6.48,3.9
"19844",1.13,"Ideal","E","VS2",62,54,8404,6.7,6.66,4.14
"19845",1.23,"Very Good","H","VVS1",62.5,58,8405,6.77,6.82,4.25
"19846",1.08,"Ideal","F","VS1",61.4,55,8405,6.61,6.69,4.08
"19847",1.12,"Very Good","G","VVS1",60.9,57,8408,6.67,6.72,4.08
"19848",1.52,"Very Good","H","SI2",62.8,58,8408,7.25,7.3,4.57
"19849",2.04,"Premium","I","I1",59.3,61,8408,8.3,8.25,4.91
"19850",1.5,"Very Good","I","SI1",63.1,54,8408,7.34,7.31,4.62
"19851",1.54,"Premium","E","SI2",59.9,60,8408,7.49,7.38,4.46
"19852",1.18,"Very Good","G","VS2",62.7,54.7,8411,6.74,6.77,4.23
"19853",1.22,"Ideal","H","VS1",61.9,54,8411,6.88,6.9,4.26
"19854",1.06,"Ideal","E","VS1",62.1,57,8413,6.49,6.52,4.04
"19855",1.2,"Ideal","G","VS2",62.8,54,8414,6.75,6.79,4.25
"19856",1.18,"Ideal","G","VS1",61.3,56,8414,6.81,6.83,4.17
"19857",1.01,"Good","E","VVS2",63.9,58,8415,6.31,6.37,4.05
"19858",1.5,"Very Good","J","VVS1",62.3,62,8415,7.16,7.23,4.48
"19859",1.06,"Very Good","G","IF",61.2,57,8415,6.52,6.56,4
"19860",1.04,"Ideal","F","VS2",61.6,56,8415,6.53,6.55,4.03
"19861",1.19,"Ideal","F","VS2",62,57,8415,6.78,6.76,4.2
"19862",1.3,"Ideal","G","SI1",61.6,55,8416,7.01,7.05,4.33
"19863",1.01,"Premium","D","VS1",62.4,58,8416,6.41,6.38,3.99
"19864",1.22,"Premium","F","VS2",59.8,59,8417,6.96,6.92,4.15
"19865",1.6,"Ideal","J","SI1",62.8,55,8418,7.48,7.42,4.68
"19866",1.57,"Very Good","G","SI2",61.1,61,8419,7.43,7.46,4.55
"19867",2.68,"Premium","G","I1",58.6,60,8419,9.11,9.07,5.33
"19868",1.4,"Premium","D","SI2",61.8,54,8419,7.21,7.16,4.44
"19869",1.46,"Ideal","E","SI2",62.3,55,8421,7.29,7.25,4.53
"19870",1.09,"Ideal","F","VS1",60.6,57,8422,6.62,6.64,4.02
"19871",1.37,"Premium","H","VS1",60.9,59,8424,7.17,7.24,4.39
"19872",1.44,"Premium","I","VS1",62.6,59,8426,7.08,7.14,4.45
"19873",1.52,"Premium","J","VS1",62.2,59,8426,7.32,7.38,4.57
"19874",1.52,"Premium","J","VVS2",58.3,62,8427,7.61,7.49,4.4
"19875",1.5,"Very Good","J","VVS2",63.3,57,8427,7.28,7.25,4.6
"19876",1.31,"Ideal","H","VS1",61.5,56,8429,7,7.06,4.32
"19877",1.31,"Ideal","H","VS1",61.5,55,8429,7.02,7.05,4.33
"19878",1.13,"Ideal","E","VS2",61.4,58,8430,6.71,6.74,4.13
"19879",1.12,"Good","F","VVS2",57.9,57,8430,6.86,6.83,3.96
"19880",1.12,"Ideal","D","VS2",62,55,8430,6.66,6.63,4.12
"19881",1.23,"Ideal","H","IF",61.3,57,8431,6.87,6.92,4.23
"19882",1.5,"Very Good","F","SI2",62.3,60,8431,7.29,7.34,4.56
"19883",1.5,"Premium","I","VS2",62.3,59,8431,7.24,7.3,4.53
"19884",1.23,"Premium","G","VS2",62,59,8431,6.87,6.8,4.24
"19885",1.2,"Very Good","F","VS2",61.1,59,8436,6.81,6.87,4.18
"19886",1.2,"Ideal","F","VS2",62.3,56,8436,6.79,6.82,4.24
"19887",1.03,"Very Good","D","VS1",60.5,60,8437,6.52,6.57,3.96
"19888",1.24,"Very Good","H","VVS2",61.3,55,8438,6.94,6.96,4.26
"19889",1.59,"Good","G","SI1",63.8,56,8441,7.41,7.34,4.71
"19890",1.2,"Good","G","VS1",63.4,56,8442,6.7,6.74,4.26
"19891",1.2,"Premium","G","VS1",60.2,60,8442,6.82,6.87,4.12
"19892",1.2,"Ideal","G","VS1",62.3,56,8442,6.77,6.82,4.23
"19893",1.2,"Very Good","G","VS1",60.2,60,8442,6.91,7,4.19
"19894",1.2,"Good","G","VS1",62.8,59,8442,6.64,6.7,4.19
"19895",2.25,"Very Good","J","SI2",60.6,63,8442,8.45,8.38,5.1
"19896",1.51,"Very Good","H","SI2",60.2,59,8444,7.33,7.43,4.44
"19897",1.02,"Premium","F","VVS2",61.5,60,8445,6.5,6.45,3.98
"19898",1.21,"Premium","H","IF",62.2,58,8446,6.83,6.8,4.24
"19899",1,"Premium","F","VVS2",59.9,60,8448,6.46,6.5,3.88
"19900",1.24,"Premium","G","VS1",62,55,8449,6.95,6.89,4.29
"19901",1.24,"Ideal","G","VS1",61.1,57,8449,6.98,6.91,4.24
"19902",1.05,"Ideal","D","VS2",61,56,8451,6.54,6.61,4.01
"19903",1.06,"Ideal","G","VS1",62.3,55,8451,6.5,6.53,4.06
"19904",1.21,"Ideal","F","VS2",61.2,57,8452,6.87,6.82,4.19
"19905",1.2,"Very Good","F","VS2",62.9,55,8454,6.75,6.8,4.26
"19906",1.03,"Ideal","G","VVS1",62.4,57,8454,6.39,6.47,4.01
"19907",1.09,"Premium","G","VVS2",59.5,61,8454,6.74,6.7,4
"19908",1.53,"Very Good","G","SI2",62.1,61,8455,7.28,7.3,4.53
"19909",1.65,"Ideal","E","SI2",58.7,56,8455,7.76,7.73,4.55
"19910",1.21,"Premium","G","VS1",59.5,58,8456,7.01,6.97,4.16
"19911",1.21,"Premium","G","VS1",62.7,58,8456,6.79,6.74,4.24
"19912",1.24,"Ideal","D","SI1",60.4,57,8457,6.95,7.02,4.22
"19913",1.8,"Premium","I","SI2",61.8,59,8457,7.9,7.8,4.85
"19914",1.28,"Premium","G","VS2",61.4,58,8458,7,6.92,4.27
"19915",1.51,"Very Good","F","SI2",63.2,60,8462,7.2,7.27,4.57
"19916",1.27,"Premium","D","SI1",62.5,58,8463,6.92,6.87,4.31
"19917",1.51,"Good","I","SI1",63.7,58,8464,7.26,7.22,4.61
"19918",1.23,"Ideal","G","VS1",61.8,57,8465,6.89,6.86,4.25
"19919",1.4,"Premium","I","VVS2",62,58,8467,7.22,7.16,4.46
"19920",1.5,"Good","J","VS1",64.1,55,8467,7.23,7.13,4.6
"19921",1,"Very Good","F","VVS2",63.2,56,8467,6.42,6.37,4.04
"19922",2.5,"Premium","H","I1",59.9,60,8467,8.75,8.67,5.22
"19923",1.03,"Premium","D","VVS2",61.7,59,8469,6.43,6.48,3.98
"19924",1.56,"Very Good","I","SI1",60.2,61,8470,7.5,7.59,4.54
"19925",1.01,"Premium","F","VVS2",61.8,59,8470,6.46,6.42,3.98
"19926",1.5,"Ideal","H","SI2",62.4,58,8471,7.29,7.26,4.54
"19927",1.5,"Very Good","I","SI1",60.7,58,8475,7.34,7.4,4.47
"19928",1.56,"Premium","J","VS1",61.1,59,8476,7.52,7.49,4.58
"19929",1.39,"Premium","F","SI1",62.1,58,8476,7.1,7.16,4.43
"19930",1.52,"Premium","I","SI1",61.9,58,8477,7.37,7.42,4.58
"19931",1.54,"Ideal","J","VS2",62.7,56,8479,7.32,7.36,4.6
"19932",1.34,"Premium","E","VS2",58.2,60,8480,7.26,7.21,4.21
"19933",1.08,"Ideal","D","VS2",61.9,58,8481,6.54,6.57,4.06
"19934",1.03,"Ideal","G","VVS2",61.2,57,8483,6.48,6.52,3.98
"19935",1.22,"Ideal","G","VS2",59.9,56,8485,7.01,6.97,4.19
"19936",1.02,"Ideal","G","VVS1",62.6,56,8485,6.39,6.42,4.01
"19937",1.23,"Premium","F","VS2",62.9,58,8486,6.82,6.76,4.27
"19938",1.2,"Ideal","F","VS2",62.3,55,8486,6.83,6.79,4.24
"19939",1.2,"Ideal","F","VS2",62.6,56,8486,6.78,6.73,4.23
"19940",1.66,"Premium","J","SI1",60.7,58,8487,7.72,7.63,4.66
"19941",1.06,"Ideal","G","VVS1",61.6,57,8488,6.53,6.55,4.03
"19942",1.02,"Premium","G","IF",61.8,59,8489,6.41,6.46,3.98
"19943",1.24,"Ideal","H","VVS1",62.3,54,8489,6.88,6.9,4.29
"19944",1.5,"Premium","H","SI2",62.3,60,8490,7.22,7.3,4.52
"19945",1.2,"Very Good","G","VS2",63.2,56,8491,6.82,6.75,4.29
"19946",1.07,"Ideal","G","VVS2",61.8,55,8491,6.57,6.61,4.07
"19947",2.34,"Premium","I","I1",61.5,60,8491,8.47,8.43,5.2
"19948",1.5,"Good","E","SI2",64.5,58,8492,7.06,7.11,4.57
"19949",1.66,"Good","J","VS2",64.4,54,8496,7.45,7.54,4.83
"19950",1.55,"Ideal","J","VS2",61.4,55,8498,7.41,7.49,4.58
"19951",1.25,"Ideal","H","VS2",61.1,55,8498,6.94,6.97,4.25
"19952",1.53,"Premium","H","SI2",62.5,59,8499,7.4,7.36,4.61
"19953",1.53,"Ideal","H","SI2",61.9,57,8499,7.42,7.34,4.57
"19954",1.15,"Premium","G","VVS2",58.4,59,8501,6.92,6.84,4.02
"19955",1.32,"Ideal","I","VVS1",61,56,8501,7.09,7.07,4.32
"19956",1.21,"Premium","G","VS2",61,58,8504,6.88,6.82,4.18
"19957",1.24,"Ideal","G","VS2",62.1,56,8504,6.87,6.91,4.28
"19958",1.21,"Very Good","F","VS2",61.6,58,8505,6.79,6.88,4.21
"19959",1.7,"Ideal","J","SI2",60.5,57,8505,7.74,7.84,4.71
"19960",1.11,"Ideal","H","VVS1",60.8,56,8508,6.68,6.76,4.08
"19961",1.23,"Ideal","H","VVS2",61.6,57,8509,6.87,6.92,4.25
"19962",1.4,"Premium","G","SI1",62.5,58,8511,7.12,7.06,4.43
"19963",1.52,"Premium","G","SI1",62.2,58,8512,7.39,7.33,4.58
"19964",1.08,"Very Good","D","VS1",60.5,58,8513,6.53,6.63,3.98
"19965",1.59,"Very Good","J","VS1",60.1,60,8515,7.56,7.59,4.55
"19966",1.59,"Very Good","J","VS1",60.7,59,8515,7.49,7.54,4.56
"19967",1.56,"Ideal","H","SI2",62.1,58,8517,7.35,7.41,4.58
"19968",1.5,"Good","D","SI2",62.4,61,8517,7.23,7.36,4.55
"19969",1.56,"Ideal","E","SI2",61.2,56,8518,7.53,7.49,4.59
"19970",1.5,"Very Good","D","SI2",63.3,57,8518,7.27,7.2,4.58
"19971",1.5,"Good","D","SI2",63.8,58,8518,7.2,7.16,4.58
"19972",1.5,"Premium","D","SI2",58.9,60,8518,7.48,7.45,4.4
"19973",1.16,"Very Good","E","VS2",62.1,58,8520,6.63,6.7,4.14
"19974",1.52,"Premium","I","SI1",61.2,60,8521,7.41,7.36,4.52
"19975",1.2,"Good","D","VS2",62.4,60,8521,6.69,6.77,4.2
"19976",1.23,"Ideal","F","VS1",61.3,57,8523,6.86,6.93,4.23
"19977",1.51,"Premium","J","VS1",62.1,58,8524,7.4,7.36,4.58
"19978",1.51,"Very Good","J","VS1",61.2,63,8524,7.31,7.24,4.45
"19979",1.51,"Premium","J","VS1",61.8,61,8524,7.26,7.21,4.47
"19980",1.51,"Ideal","J","VS1",61.9,56,8524,7.41,7.35,4.57
"19981",1.01,"Very Good","F","VVS2",61.9,56,8525,6.42,6.48,3.99
"19982",1.59,"Very Good","J","VS2",62.9,58.1,8526,7.39,7.45,4.66
"19983",1.03,"Premium","F","VVS2",61.3,57,8527,6.53,6.49,3.99
"19984",1.11,"Very Good","F","VS1",60.7,55,8528,6.69,6.71,4.07
"19985",1.01,"Fair","E","VVS1",66.1,55,8529,6.19,6.1,4.06
"19986",1.42,"Ideal","H","SI1",62,56,8529,7.17,7.22,4.46
"19987",1.53,"Ideal","G","SI1",61.3,57,8529,7.42,7.32,4.52
"19988",1.6,"Premium","F","SI2",60.5,60,8530,7.55,7.52,4.56
"19989",1.29,"Premium","G","VS2",61.9,58,8530,7.02,6.97,4.33
"19990",1.6,"Ideal","I","SI2",61.9,57,8530,7.51,7.48,4.64
"19991",1.01,"Ideal","F","VVS2",61,57,8532,6.46,6.52,3.96
"19992",1.01,"Very Good","F","VVS2",61.8,55,8532,6.36,6.45,3.96
"19993",1.01,"Premium","F","VVS2",62,58,8532,6.36,6.45,3.97
"19994",1.01,"Ideal","F","VVS2",61.8,56,8532,6.46,6.49,4
"19995",1.04,"Premium","D","VS1",60.5,59,8532,6.62,6.58,3.99
"19996",1.22,"Good","G","VS2",59.9,61,8533,6.88,6.91,4.13
"19997",1.54,"Very Good","I","VS2",62,58,8537,7.38,7.43,4.59
"19998",1.05,"Very Good","F","VVS2",61.3,59,8537,6.48,6.56,4
"19999",1.57,"Very Good","J","VS2",62,58,8538,7.45,7.48,4.63
"20000",1.5,"Very Good","E","SI2",62.8,57,8538,7.17,7.23,4.52
"20001",1.71,"Premium","J","SI2",62.6,57,8540,7.62,7.58,4.76
"20002",1.23,"Ideal","H","VS2",61.5,57,8541,6.92,6.87,4.24
"20003",1.51,"Very Good","H","SI1",63.5,55,8541,7.31,7.22,4.61
"20004",1.27,"Ideal","G","VS1",60.9,57,8543,7.02,6.97,4.26
"20005",1.35,"Premium","H","VS1",62.3,58,8543,7.1,7.05,4.41
"20006",1.2,"Ideal","G","VS1",62.4,57,8545,6.78,6.8,4.24
"20007",1.2,"Ideal","G","VS1",62,57,8545,6.78,6.81,4.21
"20008",1.02,"Ideal","E","VS1",62.6,56,8545,6.45,6.42,4.03
"20009",1.05,"Ideal","G","VVS1",60.1,57,8546,6.63,6.68,4
"20010",1.55,"Ideal","J","VS1",60.4,57,8548,7.52,7.54,4.55
"20011",0.3,"Very Good","H","SI1",61.3,61,421,4.25,4.27,2.61
"20012",0.32,"Good","G","SI2",63.4,55,421,4.32,4.35,2.75
"20013",0.32,"Premium","G","SI2",61.6,59,421,4.35,4.38,2.69
"20014",0.32,"Very Good","I","SI1",59.9,61,421,4.44,4.47,2.67
"20015",0.32,"Premium","I","SI1",61.1,59,421,4.38,4.42,2.69
"20016",0.3,"Very Good","H","SI1",62.9,58,421,4.22,4.24,2.66
"20017",0.3,"Very Good","H","SI1",60.8,61,421,4.25,4.3,2.6
"20018",0.3,"Good","H","SI1",63.4,57,421,4.27,4.31,2.72
"20019",0.32,"Premium","G","SI2",61,59,421,4.36,4.42,2.68
"20020",0.3,"Good","H","SI1",63.9,55,421,4.24,4.27,2.72
"20021",0.3,"Good","E","SI2",63.5,55,421,4.27,4.3,2.72
"20022",0.32,"Very Good","I","SI1",61.6,61,421,4.36,4.4,2.7
"20023",0.32,"Ideal","G","SI2",62.5,57,421,4.35,4.38,2.73
"20024",0.32,"Very Good","G","SI2",62.3,58,421,4.37,4.42,2.74
"20025",0.32,"Very Good","G","SI2",62.4,59,421,4.35,4.4,2.73
"20026",0.32,"Good","F","SI2",63.8,55,421,4.34,4.35,2.77
"20027",0.32,"Premium","F","SI2",59.7,59,421,4.43,4.48,2.66
"20028",0.3,"Very Good","E","SI2",61.9,58,421,4.28,4.31,2.66
"20029",0.3,"Very Good","H","SI1",61.2,62,421,4.28,4.31,2.63
"20030",0.32,"Very Good","J","VS1",60.6,59,421,4.42,4.46,2.69
"20031",0.3,"Very Good","H","SI1",62.9,56,421,4.28,4.31,2.7
"20032",0.32,"Very Good","G","SI2",63,56,421,4.32,4.35,2.73
"20033",0.3,"Very Good","H","SI1",59.5,62,421,4.32,4.35,2.58
"20034",0.32,"Premium","G","SI2",62.7,58,421,4.35,4.39,2.74
"20035",0.3,"Very Good","E","SI2",61.6,61,421,4.25,4.29,2.63
"20036",0.3,"Very Good","H","SI1",62.9,57,421,4.26,4.29,2.69
"20037",0.3,"Ideal","I","VS2",62.6,56,421,4.29,4.31,2.69
"20038",0.3,"Very Good","E","SI2",61.7,61,421,4.28,4.31,2.65
"20039",0.3,"Good","H","SI1",63.4,58,421,4.21,4.24,2.68
"20040",0.3,"Premium","H","SI1",59.3,59,421,4.36,4.38,2.59
"20041",0.42,"Ideal","H","SI2",62,54,625,4.83,4.85,3
"20042",0.42,"Ideal","H","SI2",61.4,56,625,4.81,4.86,2.97
"20043",0.42,"Ideal","H","SI2",62,54,625,4.81,4.83,2.99
"20044",0.4,"Ideal","H","SI2",62.6,55,625,4.73,4.76,2.97
"20045",0.41,"Ideal","E","SI2",61.8,54,625,4.78,4.8,2.96
"20046",0.4,"Ideal","D","SI2",62,55,625,4.71,4.77,2.94
"20047",0.28,"Ideal","E","VS1",62,56,625,4.21,4.18,2.6
"20048",0.28,"Ideal","E","VS1",61.4,56,625,4.24,4.2,2.59
"20049",0.28,"Ideal","D","VS2",62.4,57,625,4.2,4.16,2.61
"20050",0.35,"Ideal","D","SI2",62.4,57,625,4.5,4.47,2.8
"20051",0.31,"Premium","G","VS1",61.2,60,625,4.37,4.39,2.68
"20052",0.31,"Very Good","G","VS1",62.9,58,625,4.3,4.35,2.72
"20053",0.31,"Premium","F","VS2",61.2,58,625,4.35,4.37,2.67
"20054",0.31,"Ideal","F","VS2",62.3,55,625,4.3,4.33,2.69
"20055",0.31,"Ideal","H","VVS2",62.6,56,625,4.32,4.37,2.72
"20056",0.31,"Very Good","F","VS2",61.4,62,625,4.32,4.34,2.66
"20057",0.31,"Very Good","F","VS2",62.9,59,625,4.27,4.32,2.7
"20058",0.31,"Ideal","G","VS1",62.1,55,625,4.33,4.37,2.7
"20059",0.31,"Good","G","VS1",63.2,57,625,4.28,4.33,2.72
"20060",0.31,"Ideal","H","VVS2",62.2,57,625,4.32,4.36,2.7
"20061",0.31,"Very Good","F","VS2",62.9,58,625,4.27,4.31,2.7
"20062",0.31,"Very Good","G","VS1",63,57,625,4.28,4.32,2.71
"20063",0.31,"Premium","F","VS2",60.8,60,625,4.34,4.37,2.65
"20064",0.31,"Ideal","F","VS2",62.1,53,625,4.34,4.39,2.71
"20065",0.31,"Ideal","F","VS2",62.6,55,625,4.29,4.33,2.7
"20066",0.31,"Ideal","F","VS2",60.8,56,625,4.38,4.41,2.67
"20067",0.31,"Good","G","VS1",63.8,57,625,4.29,4.33,2.75
"20068",0.31,"Ideal","H","VVS2",61.1,56,625,4.33,4.37,2.66
"20069",0.31,"Ideal","F","VS2",62.3,57,625,4.3,4.34,2.69
"20070",0.31,"Ideal","G","VS1",62.1,55,625,4.33,4.36,2.7
"20071",1.27,"Very Good","G","VS2",60.3,59,8549,6.97,7.09,4.24
"20072",1.27,"Premium","G","VS2",61,60,8549,6.93,6.97,4.24
"20073",1.51,"Very Good","J","VVS2",62.6,63,8550,7.24,7.29,4.55
"20074",1.51,"Good","D","SI2",64.1,61,8550,7.14,7.18,4.59
"20075",1.45,"Premium","H","VS1",60.6,60,8550,7.27,7.16,4.37
"20076",1.01,"Ideal","F","VS1",61.7,56,8552,6.48,6.45,3.99
"20077",1,"Very Good","F","VVS2",60,62,8553,6.43,6.46,3.87
"20078",1,"Very Good","F","VVS2",62.9,55,8555,6.29,6.36,3.98
"20079",1.5,"Ideal","I","SI1",59.4,60,8555,7.54,7.5,4.47
"20080",1.5,"Good","I","VS2",63.3,62,8555,7.08,7.19,4.52
"20081",1.18,"Ideal","G","VS1",61.9,56,8556,6.81,6.76,4.2
"20082",1.21,"Ideal","F","VS2",62.9,54,8557,6.82,6.78,4.28
"20083",1.33,"Ideal","H","VS1",59.3,57,8558,7.18,7.22,4.27
"20084",1.13,"Very Good","D","VS2",62.9,58,8561,6.59,6.63,4.16
"20085",1.12,"Premium","G","VVS1",60.9,57,8561,6.72,6.67,4.08
"20086",1.37,"Premium","H","VS2",62.5,59,8562,7.12,7.05,4.43
"20087",1.2,"Good","E","VS2",61.8,61,8563,6.69,6.71,4.14
"20088",1.12,"Very Good","G","VVS2",62.6,59,8564,6.58,6.61,4.13
"20089",1.18,"Ideal","G","VS2",62.7,55,8564,6.77,6.74,4.23
"20090",1.52,"Premium","H","SI1",61.2,58,8566,7.53,7.43,4.57
"20091",1.06,"Ideal","E","VS1",62.1,57,8567,6.52,6.49,4.04
"20092",1.5,"Premium","J","VVS1",62.3,62,8568,7.23,7.16,4.48
"20093",1.01,"Good","E","VVS2",63.9,58,8569,6.37,6.31,4.05
"20094",1.57,"Premium","G","SI2",61.1,61,8572,7.46,7.43,4.55
"20095",1.41,"Premium","G","SI1",62.1,59,8572,7.23,7.13,4.46
"20096",1.51,"Premium","I","SI1",58.6,62,8574,7.51,7.45,4.38
"20097",1.26,"Ideal","E","SI1",61.5,59,8574,6.92,6.96,4.27
"20098",1.51,"Very Good","G","SI2",63.2,55,8574,7.32,7.27,4.61
"20099",1.51,"Ideal","I","SI1",62.8,54,8574,7.31,7.27,4.58
"20100",1.25,"Very Good","G","VS2",63.5,60,8575,6.74,6.64,4.25
"20101",1.22,"Very Good","F","VS2",62.3,57,8575,6.8,6.84,4.25
"20102",1.22,"Premium","F","VS2",62,58,8576,6.86,6.89,4.26
"20103",1.9,"Fair","H","SI2",67.1,64,8576,7.57,7.52,5.06
"20104",1.2,"Very Good","G","VS1",61,59,8577,6.81,6.86,4.17
"20105",1.37,"Premium","H","VS1",60.9,59,8577,7.24,7.17,4.39
"20106",1.01,"Premium","F","VVS2",59.3,60,8579,6.52,6.5,3.86
"20107",1.5,"Very Good","G","SI2",60.7,61,8580,7.33,7.36,4.46
"20108",1.5,"Good","I","SI1",64,60,8580,7.13,7.25,4.6
"20109",1.5,"Ideal","G","SI2",61.4,56,8580,7.34,7.38,4.52
"20110",1.5,"Ideal","G","SI2",62,57,8580,7.26,7.31,4.52
"20111",1.5,"Premium","I","SI1",61.8,58,8580,7.26,7.3,4.5
"20112",1.5,"Very Good","G","SI2",58.5,62,8580,7.4,7.44,4.34
"20113",1.25,"Very Good","G","VS1",62.7,56,8580,6.81,6.93,4.31
"20114",1.52,"Premium","J","VS1",62.2,59,8580,7.38,7.32,4.57
"20115",1.2,"Premium","F","VS1",62.3,58,8580,6.78,6.71,4.2
"20116",1.51,"Very Good","F","SI2",62.7,60,8581,7.25,7.32,4.57
"20117",1.29,"Ideal","G","VS2",62.5,57,8582,6.89,6.92,4.35
"20118",1.31,"Ideal","H","VS1",61.5,55,8583,7.05,7.02,4.33
"20119",1.31,"Ideal","H","VS1",61.5,56,8583,7.06,7,4.32
"20120",1.22,"Premium","G","VS1",62.2,59,8583,6.82,6.87,4.26
"20121",1.58,"Premium","I","VS2",59.4,61,8583,7.66,7.63,4.54
"20122",1.24,"Ideal","G","VS1",61.9,54,8584,6.89,6.92,4.27
"20123",1.23,"Ideal","H","IF",61.3,57,8585,6.92,6.87,4.23
"20124",1.64,"Premium","I","SI2",61.3,58,8587,7.58,7.62,4.66
"20125",1.2,"Ideal","F","VS2",61.2,53,8588,6.88,6.85,4.2
"20126",1.5,"Very Good","I","SI1",60.4,61,8590,7.35,7.39,4.45
"20127",1.65,"Premium","I","SI2",62,59,8590,7.61,7.54,4.7
"20128",1.2,"Ideal","F","VS2",62.3,56,8590,6.82,6.79,4.24
"20129",1.04,"Ideal","G","VVS2",62.5,55,8590,6.53,6.47,4.06
"20130",1.1,"Very Good","G","IF",60.5,55,8592,6.77,6.71,4.08
"20131",1.15,"Ideal","G","VVS2",62.5,53,8592,6.69,6.72,4.18
"20132",1.12,"Ideal","G","VVS2",62.5,56,8592,6.59,6.66,4.14
"20133",1.55,"Premium","J","VS1",62.6,59,8593,7.35,7.4,4.62
"20134",1.55,"Premium","H","VS1",60.8,60,8593,7.54,7.5,4.57
"20135",1.57,"Premium","J","VS1",61.3,59,8595,7.44,7.47,4.57
"20136",1.2,"Premium","G","VS1",61.4,60,8596,6.86,6.81,4.2
"20137",1.22,"Ideal","H","VS2",61.3,56,8596,6.85,6.88,4.21
"20138",1.2,"Ideal","G","VS1",62.4,57,8596,6.74,6.82,4.23
"20139",1.2,"Ideal","G","VS1",62.3,56,8596,6.82,6.77,4.23
"20140",1.2,"Premium","G","VS1",60.2,60,8596,7,6.91,4.19
"20141",1.2,"Very Good","G","VS1",63.4,56,8596,6.74,6.7,4.26
"20142",1.29,"Premium","D","SI1",62.7,55,8597,6.96,6.91,4.35
"20143",1.51,"Premium","H","SI2",60.2,59,8598,7.43,7.33,4.44
"20144",1.43,"Ideal","G","SI1",62.8,57,8599,7.17,7.12,4.49
"20145",1.2,"Premium","E","VS2",62.2,59,8602,6.82,6.78,4.23
"20146",1.2,"Premium","G","VS1",62.4,58,8602,6.82,6.8,4.25
"20147",1,"Premium","F","VVS2",59.9,60,8602,6.5,6.46,3.88
"20148",1,"Premium","F","VVS2",61.3,55,8602,6.44,6.41,3.94
"20149",1.2,"Premium","G","VS1",62.8,58,8602,6.84,6.75,4.27
"20150",1.5,"Premium","J","VVS2",61.8,60,8603,7.33,7.36,4.54
"20151",1.52,"Ideal","J","VS1",62.3,58,8608,7.32,7.35,4.57
"20152",1.03,"Ideal","G","VVS1",62.4,57,8608,6.47,6.39,4.01
"20153",1.22,"Ideal","G","VS1",62.5,57,8608,6.82,6.77,4.25
"20154",1.65,"Ideal","J","SI1",62.2,54,8610,7.52,7.59,4.7
"20155",1.04,"Premium","F","VVS2",62.1,56,8610,6.54,6.48,4.04
"20156",1.31,"Ideal","I","VS1",61.8,55,8611,7.03,7.05,4.35
"20157",1.03,"Ideal","D","VS1",61.8,56,8612,6.46,6.54,4.02
"20158",1.5,"Ideal","H","SI2",62.8,55,8614,7.27,7.31,4.58
"20159",1.21,"Premium","G","VS1",62.7,58,8616,6.76,6.85,4.27
"20160",1.21,"Ideal","G","VS1",62.6,56,8616,6.77,6.81,4.25
"20161",1.02,"Premium","F","VVS2",60.9,59,8616,6.44,6.56,3.96
"20162",1.31,"Ideal","H","VS1",62.5,56,8617,6.95,7.03,4.37
"20163",1.06,"Ideal","F","VVS2",61.1,57,8619,6.57,6.62,4.03
"20164",1.58,"Very Good","H","SI2",62.4,57,8620,7.36,7.45,4.62
"20165",1.52,"Ideal","H","SI2",62,60,8620,7.31,7.37,4.55
"20166",1.01,"Very Good","G","IF",62.8,57,8621,6.39,6.42,4.02
"20167",1.5,"Very Good","J","VVS2",62.9,58,8622,7.25,7.31,4.58
"20168",1.05,"Ideal","G","VVS1",60.1,57,8623,6.58,6.63,3.97
"20169",1.03,"Premium","D","VVS2",61.7,59,8623,6.48,6.43,3.98
"20170",1.4,"Premium","H","SI1",60.5,60,8624,7.22,7.16,4.35
"20171",1.02,"Very Good","G","IF",62.3,59,8624,6.36,6.45,3.99
"20172",1.4,"Good","D","SI1",63.8,60,8624,7.01,6.95,4.45
"20173",1.06,"Ideal","G","VVS2",60.1,57,8626,6.61,6.66,3.99
"20174",1.02,"Very Good","F","VVS2",59.4,59,8627,6.58,6.69,3.94
"20175",1.5,"Fair","G","SI1",65.5,58,8627,7.16,7.12,4.68
"20176",1.29,"Very Good","H","VS1",60.8,58,8629,7.01,7.04,4.27
"20177",1.21,"Ideal","F","VS1",62.2,54.9,8629,6.79,6.84,4.24
"20178",1.03,"Ideal","E","VS1",61.9,57,8629,6.46,6.44,4
"20179",1.03,"Premium","E","VS1",62.8,58,8629,6.46,6.41,4.04
"20180",1.72,"Very Good","I","SI2",63.4,57,8630,7.6,7.58,4.81
"20181",1.6,"Premium","I","SI2",60.8,58,8630,7.59,7.51,4.59
"20182",1.51,"Premium","H","VS2",58.7,61,8630,7.51,7.45,4.39
"20183",1.52,"Premium","D","SI2",62.8,58,8631,7.37,7.28,4.6
"20184",1.52,"Premium","I","SI1",61.9,58,8631,7.42,7.37,4.58
"20185",1.39,"Premium","F","SI1",62.1,58,8631,7.16,7.1,4.43
"20186",1.52,"Ideal","D","SI2",62.7,56,8631,7.35,7.28,4.59
"20187",1.22,"Very Good","G","VS1",62.2,58,8633,6.75,6.81,4.22
