IsGood.Purchase,Critic.Ratings,Acq.Cost,CurrentAuctionAveragePrice,Brush.Size,CollectorsAverageprice,Is.It.Online.Sale,Min.Guarantee.Cost
1,9.3728,42665,42763,NULL,10273,0,7371
0,9.8633,36365,35581,2,8985,0,7371
0,7.249,55860,25186,1,7131,0,14280
0,9.509,25480,20573,1,5896,0,9471
0,8.2923,53060,38584,1,9438,0,8981
0,7.361,54005,36148,1,9627,0,10185
0,8.046,32550,39627,2,8826,0,10521
1,7.9448,43540,32487,NULL,8018,0,11823
1,5.3366,35595,28574,NULL,7928,0,3535
1,7.943,47040,32725,NULL,8112,0,11823
0,6.7582,38465,40551,2,9429,0,5096
0,9.2415,60130,42000,1,9659,0,20986
1,10.6421,19040,11438,NULL,4662,0,12250
0,10.9018,21140,15729,2,4952,0,12250
1,7.7124,27580,22141,NULL,6600,0,8085
0,7.6926,25655,26012,2,6572,0,9723
1,9.166,23730,16933,NULL,4971,0,12495
1,10.1436,22155,13720,NULL,4614,0,12250
0,8.0859,31150,31073,2,7206,0,5971
1,10.6421,23030,11025,NULL,4275,0,12250
0,9.8308,27580,29050,2,6953,0,13426
0,10.2418,26355,24605,1,7290,0,20097
0,8.7897,29295,13097,1,4477,0,16254
0,10.1472,26880,21490,2,6240,0,20237
0,10.4133,27055,20636,2,6033,0,14490
0,8.0933,30450,13776,2,4617,0,14441
0,7.2871,55405,66241,1,1715,0,6440
1,8.2045,58030,40831,NULL,10240,0,13251
0,9.6028,55405,47789,1,11628,0,9387
1,8.8873,57330,46550,NULL,10644,0,10521
0,8.4079,55160,37548,1,9349,0,17164
0,6.5751,53760,37744,1,9375,0,8505
1,10.1489,20615,14336,NULL,4533,0,12250
1,8.4331,21315,16499,NULL,5942,0,8701
0,9.8654,21980,22141,1,6563,0,5355
0,10.1687,25480,31388,2,7711,0,7910
1,4.6598,33110,31115,NULL,5578,0,6825
0,6.5282,43750,46949,2,7978,0,11921
0,8.6677,50820,45619,1,7988,0,9891
0,5.339,38010,36064,1,6549,0,6440
0,7.5115,42280,56112,1,9241,0,13818
0,6.4787,57925,53550,1,9361,0,6461
0,8.4322,59325,110131,1,3003,0,5971
0,5.731,60725,58247,1,10241,0,8183
0,7.8698,38780,41139,2,7327,0,11361
0,6.6701,40180,46711,2,8688,0,9877
0,4.3602,38080,45234,2,7759,0,4851
0,7.5484,26740,26684,2,4926,0,13461
0,3.5908,43750,38703,1,6992,0,5754
1,8.2441,30310,25326,NULL,4447,0,4158
0,7.5429,50050,61614,1,10962,0,10542
0,6.0065,31010,24871,1,4548,0,5775
0,4.7314,18270,17675,2,3712,0,10899
1,4.4347,20790,21959,1,5256,0,6951
0,6.9598,55020,51142,1,8939,0,7140
0,8.9491,24640,43358,2,7550,0,6881
0,8.8845,57925,44618,1,7656,0,10801
0,6.1687,28840,30394,2,5695,0,9191
1,7.0965,25025,23891,NULL,4713,0,4802
0,7.6261,28140,29435,2,5393,0,8085
0,6.7842,28140,28056,2,5269,0,7140
0,5.7456,41580,47145,2,7640,0,4697
0,7.3308,37380,36554,2,6635,0,13818
0,7.15,40180,51842,1,9035,0,13818
0,4.1163,30310,25725,1,4420,0,5838
0,5.6199,33110,38829,2,6863,0,6440
0,6.1523,23240,20517,2,4088,0,11291
0,5.8433,45150,29603,2,5537,0,8757
0,7.4181,49350,52976,2,9245,0,14637
0,7.4145,47250,59206,1,10491,0,13818
0,7.2583,62825,60389,1,11193,0,13461
0,7.3008,42980,54929,1,9407,0,8904
0,4.8118,53900,50673,1,9275,0,7322
0,5.522,30310,28175,1,5278,0,11662
0,2.7192,46550,41636,2,7213,0,6174
0,4.0937,40880,55188,1,9116,0,6335
0,5.1326,21770,23254,1,4830,0,13762
0,5.1427,59325,55055,1,9655,0,7602
0,6.1612,36680,34384,1,5998,0,7140
0,5.3615,62825,56833,1,10229,0,5859
0,5.5979,61425,61432,1,11191,0,10500
0,8.8274,50750,0,1,2,0,8981
0,9.7937,33810,27622,2,5231,0,16457
0,6.9108,76860,78617,1,314,0,7140
0,8.2309,29260,30723,1,5707,0,16254
0,8.6812,57120,39130,1,6529,0,12341
0,7.4369,38080,27923,1,5261,0,11823
1,6.9799,60725,42924,NULL,7213,0,11977
0,6.5844,51520,42868,1,7483,0,10556
0,9.354,30310,17318,1,3569,0,11487
1,8.5939,45500,31766,NULL,5729,0,6258
0,4.5113,36680,26376,1,4789,0,4361
0,5.0388,54320,42966,1,8047,0,5278
0,5.9437,58625,66913,1,10290,0,13104
0,5.962,38080,29253,2,5165,0,7602
1,7.9048,17290,13587,NULL,3239,0,8540
0,3.2284,42280,33880,2,5997,0,5334
0,3.5952,59640,8414,1,3123,0,3234
1,8.2715,63525,66073,NULL,11375,0,10521
1,7.6555,52500,46830,NULL,8156,0,9723
1,5.1643,33110,20020,1,4036,0,8540
0,3.3335,41930,39893,2,6935,0,6174
0,7.6494,42630,35364,2,6690,0,11823
0,6.0278,57925,53627,1,10341,0,5096
0,5.4833,37380,22589,1,4322,0,3535
0,4.8762,45850,49238,2,8276,0,4361
0,8.0634,67025,73234,1,12531,0,12341
0,7.7117,37380,27944,1,4901,0,8085
1,8.3646,56420,36253,NULL,6212,0,5971
0,9.094,61425,56595,1,9954,0,7371
0,7.5146,52920,58947,1,10037,0,5621
0,6.6792,35210,38801,1,7201,0,7140
0,3.0318,49000,47026,2,7658,0,6174
1,5.706,46550,46536,NULL,8358,0,7021
0,5.6228,29610,24367,2,4521,0,6440
0,5.6341,36680,34433,2,6180,0,6440
0,6.5077,22225,20692,1,4181,0,7875
0,9.0848,36680,11844,1,3295,0,11487
0,6.0337,61740,48727,1,8575,0,7196
0,7.189,37380,35616,2,6599,0,13818
0,6.2462,49350,43281,1,7597,0,9240
0,8.5427,58625,76594,1,12825,0,12341
0,5.4231,35910,23618,1,5067,0,10857
0,8.1648,41440,47621,NULL,9028,0,15064
0,8.0837,71225,90825,2,2161,0,12341
0,7.7979,45150,35742,1,6046,0,14280
0,7.5416,49350,44093,1,7696,0,5621
0,7.772,51520,40572,1,7070,0,10185
0,9.0862,48650,50400,2,9029,0,5355
0,7.7908,40180,35322,1,6246,0,8540
0,2.2931,43750,30156,2,5761,0,4914
0,7.5071,33810,67928,2,11575,0,6440
0,7.4857,24640,22050,1,4059,0,11823
0,8.0969,50820,22274,1,4903,0,10801
0,5.3327,52920,50603,2,8429,0,10500
0,8.1585,55020,NA,1,0,0,11431
0,4.4594,43750,40845,2,7046,0,6825
0,8.8636,35910,30772,1,5214,0,8981
0,5.6827,62125,48510,1,8481,0,6440
0,5.9653,39480,39221,2,6609,0,8757
0,8.1484,66325,54740,1,9953,0,14441
0,6.7039,58625,46592,1,8118,0,8505
0,7.6132,40180,47285,1,8446,0,6440
0,7.269,29610,22533,1,4059,0,8540
0,5.3018,40180,NA,2,0,0,4697
0,6.1919,74060,20937,1,4210,0,9877
0,6.8586,76160,61607,1,10539,0,9877
0,4.2608,39480,41636,NULL,7213,0,6825
1,7.8553,34510,20006,2,3949,0,6083
0,5.9444,41580,35294,NULL,6482,0,10500
0,6.3407,41580,16359,2,3690,0,11921
0,8.6205,40180,38906,NULL,6510,0,11431
0,7.2083,64225,60193,1,11532,0,10542
0,8.1041,53620,60522,1,10540,0,13251
0,6.7524,57645,46053,1,10254,0,7826
0,6.7261,52325,34734,1,7804,0,3731
0,8.024,34685,33698,2,8921,0,8701
0,6.6493,45360,35126,2,8316,0,5096
1,6.4323,65450,55601,1,12737,0,9191
1,6.2419,60865,47537,1,11136,0,8505
0,7.0477,59465,50085,1,11266,0,13818
0,5.8777,36960,28203,1,8090,0,12600
1,9.3905,28595,26488,1,7400,0,12418
1,6.3859,63455,48405,1,11447,0,5775
0,8.6912,35735,34111,2,9889,0,5971
0,8.7449,34265,18494,1,5132,0,5971
0,7.6731,56665,52325,2,11609,0,14637
0,5.156,59045,56777,2,11916,0,6440
1,8.2894,73220,53130,1,11899,0,9891
0,7.5125,68250,42868,1,10522,0,12180
0,4.0546,37030,37401,2,9074,0,6825
0,7.0602,70770,78008,2,2121,0,9723
0,7.5365,45360,26026,1,7212,0,3983
0,7.7773,41860,28392,1,7895,0,15456
1,9.557,41860,44261,1,10371,0,12418
0,6.8917,40740,22435,2,6513,0,5775
0,7.1498,43540,44947,2,9869,0,5621
0,7.997,41860,30422,1,8224,0,8904
0,5.9254,38640,23289,1,7778,0,4697
0,6.4601,42595,49903,1,10216,0,8505
0,7.6903,56945,40873,1,10225,0,13818
0,9.5017,41160,20783,2,5486,0,16457
0,6.2357,55965,54299,2,11303,0,7140
0,7.8046,28385,16177,1,4802,0,10185
0,7.5311,73570,74494,1,1123,0,9723
1,9.8533,31185,18235,1,5314,0,13510
0,7.1039,44695,31738,2,7882,0,5621
0,6.3486,39760,36169,2,8463,0,8505
0,6.5298,51065,61509,2,909,0,5096
0,9.488,55965,47411,2,11136,0,12418
0,7.6998,24185,14231,2,5065,0,10185
1,7.737,56035,35119,2,8488,0,6083
0,6.3256,35385,17598,1,5726,0,7875
1,4.528,37660,25074,2,8223,0,6825
1,9.0443,26285,17402,1,5809,0,13510
0,8.5602,56245,63616,1,13043,0,6881
1,7.1301,27685,15540,2,5377,0,10185
0,9.7906,29785,26929,2,7142,0,6363
0,6.2294,32865,19691,1,6005,0,10605
1,5.3382,41860,28413,2,9491,0,6440
1,5.6731,37240,23534,1,7219,0,7021
0,7.093,38360,24122,2,7197,0,8085
0,6.1208,41860,49714,1,10170,0,8505
0,5.5774,67550,44394,1,10899,0,4697
1,6.699,37660,23639,2,7323,0,5775
0,5.1142,40040,29946,2,7733,0,7602
1,6.4381,29785,18977,2,5529,0,5775
0,6.8331,41195,21651,2,6890,0,8505
1,4.8882,36540,37849,1,9468,0,6825
1,7.2271,27685,21987,2,6696,0,8085
0,5.874,41860,24416,1,6775,0,4697
1,6.2339,41860,44149,2,9657,0,8505
1,7.5413,47460,32417,1,9031,0,16737
0,8.6667,48160,52465,1,12423,0,6881
0,5.9141,41160,40992,2,9421,0,7602
0,5.7385,56665,53375,2,11536,0,6440
0,8.593,54565,37268,2,9610,0,5061
0,9.6201,26285,16198,1,5106,0,13510
0,5.8561,41160,22407,2,6336,0,5278
0,7.5243,44240,26775,2,7587,0,11361
0,5.9355,60165,51149,1,11770,0,10500
0,8.1697,42140,36155,1,9350,0,11431
0,7.6351,61565,57960,2,12899,0,9723
0,5.423,74970,58842,1,13066,0,7021
0,7.0515,54565,48531,1,11582,0,10542
1,9.5721,22785,14819,2,4772,0,13510
0,9.5876,63945,60004,1,12708,0,13426
0,7.6116,32515,21105,1,6070,0,6440
0,6.2191,46760,31087,2,8745,0,12607
0,8.4781,43540,44800,2,10351,0,5971
0,6.5158,50295,41832,2,9247,0,5096
0,9.6092,31255,24157,1,6466,0,13510
0,9.2111,38360,26908,1,7020,0,9471
0,7.1859,31185,25704,2,8742,0,3983
0,8.279,48160,35413,1,9268,0,5971
0,8.0235,56245,44373,1,10466,0,8701
0,7.9913,54565,67067,1,2426,0,8904
0,8.667,55790,52045,1,11095,0,15064
1,7.5399,51065,46536,2,10149,0,6440
1,6.5331,37940,42910,2,9983,0,5096
0,6.3663,57400,37751,2,9523,0,4410
0,8.7827,74095,55034,1,12344,0,10521
0,5.0261,45640,25179,1,7664,0,8757
0,7.6188,59045,51541,1,12405,0,10542
0,7.3525,40460,26173,2,7474,0,13818
0,9.0808,61145,52514,1,12397,0,11410
0,7.2158,61565,43722,1,10878,0,10542
0,8.5356,80255,99491,1,3097,0,5971
1,7.9394,36540,24738,2,7647,0,27769
0,8.794,29785,40824,2,9144,0,10521
0,6.2505,60165,50778,2,11075,0,11921
0,7.7233,37485,27391,2,8013,0,5621
0,5.8487,41440,37016,1,8872,0,6440
0,8.2096,54600,57806,1,12827,1,15064
1,7.5154,31185,21868,2,6900,0,6440
0,5.0617,61565,54509,2,11379,0,6440
1,6.063,41440,30303,1,7862,0,13286
0,9.4051,31185,27503,2,8203,0,9387
0,8.8295,73220,105343,1,3082,0,5971
0,6.2715,40460,41013,2,9855,0,7140
0,6.6945,61390,53403,2,12412,0,11921
0,5.2159,58065,55601,2,11827,0,6440
0,9.0047,54565,55076,2,11961,0,16457
1,3.6861,45360,36162,2,9133,0,4494
0,8.5629,35385,25585,1,7320,0,8701
0,7.8662,33985,21161,1,6131,0,8085
1,8.4548,34685,21826,1,6098,0,17164
0,6.1936,53445,48762,1,11783,0,5775
1,6.7441,52465,49595,2,10769,0,7140
0,7.6235,30135,20769,1,5887,0,8085
0,7.4171,41860,41692,2,8791,0,9723
0,5.8203,47040,35196,1,8150,0,4697
0,9.6508,59465,32781,1,8547,0,6363
0,8.7463,78855,84770,1,2926,0,5971
0,7.66,55965,37268,2,9610,0,4802
0,8.6496,40110,43295,2,9910,0,8701
0,8.0766,49770,45668,1,10318,0,15064
0,6.3954,49910,36715,3,10012,0,5096
0,7.0511,57015,42357,2,9906,0,5621
0,6.3953,34335,19047,2,6449,0,7140
0,7.4364,61915,53795,2,12134,0,9723
0,5.2142,49840,46284,2,9887,0,4697
0,7.2691,52815,47894,2,11240,0,5621
1,5.5901,47040,40600,1,10002,0,6440
0,6.352,58415,43953,1,11391,0,7826
1,8.0153,55895,40810,1,9507,0,6881
0,9.8819,34685,46634,2,10580,0,8379
0,6.2103,72940,56420,2,11845,0,6461
0,7.8582,73990,66591,1,589,0,9723
0,8.395,53865,43512,1,9718,0,5971
0,7.5578,43330,29043,1,7840,0,7721
0,8.1135,68670,108332,1,3075,0,5971
0,6.8294,45780,26145,2,7302,0,11921
0,8.4225,35385,25725,2,7433,0,8701
0,9.617,34685,29281,2,7743,0,10395
1,8.1225,34685,31045,1,8754,0,6881
0,8.5116,69090,42840,1,11688,0,12341
0,8.9823,35665,34391,2,8476,0,6881
0,7.6933,31185,25214,1,8419,0,9723
0,9.6307,21490,13937,1,4788,0,11487
0,8.4659,64365,0,1,2,0,10521
0,7.4852,49560,49567,NULL,11483,0,13818
1,9.3591,53445,36148,1,9038,0,11487
0,3.6312,57435,67326,1,2024,0,3234
0,8.0026,27685,21483,2,6180,0,12621
0,9.3005,38360,33957,2,9237,0,12418
0,10.8273,31185,26901,1,7673,0,14490
0,9.0337,61635,56560,1,793,0,10395
0,8.2788,54565,60662,1,710,0,15064
0,8.1418,57365,58737,1,12323,0,10521
0,8.3327,37940,22190,1,5933,0,14441
0,6.9631,27965,24213,1,6855,0,4410
0,6.9998,31185,24948,1,9370,0,7826
1,7.5075,49140,43771,2,10476,0,9723
1,9.3535,60095,35777,1,8788,0,16457
0,7.8162,51345,53340,1,11790,0,5621
1,8.2915,63945,42903,1,9309,0,14441
0,8.4161,43260,25760,2,6222,0,7161
0,7.4984,29015,24150,2,6922,0,3983
0,4.5477,38290,33733,2,8052,0,4851
0,8.3807,41160,46809,2,10131,0,6881
0,8.0835,85155,76419,1,2482,0,7791
0,6.432,63945,61635,1,13147,0,7826
0,7.7199,64750,48482,1,10924,0,13461
0,8.4738,61145,43526,1,10745,0,10521
0,7.8926,31955,21014,2,6111,0,15099
0,3.9325,41440,27650,1,10997,0,3234
0,7.6824,56245,47740,1,10658,0,9723
0,9.4618,31815,39676,2,9625,0,9387
0,8.7079,39760,31507,2,8577,0,15064
1,8.0072,30765,25501,2,7556,0,8701
0,10.623,25165,30730,1,7856,0,13510
0,7.3715,47005,50344,1,9017,0,8085
0,2.5227,44905,39319,2,6639,0,3234
0,5.5557,31500,33236,2,5715,0,4697
0,2.8463,44905,41874,2,7049,0,3234
1,6.1858,39900,24752,1,4572,0,7875
0,6.9412,46200,33187,1,5822,0,10556
0,5.7015,38500,30163,1,5371,0,6440
0,9.4669,24500,22155,2,4176,0,9387
0,8.4305,37800,25193,1,4778,0,17164
0,5.9594,58345,46326,1,8038,0,6797
0,8.2709,70700,102319,1,2615,0,8701
0,7.3004,26600,17703,2,3754,0,17556
1,6.4534,40705,28301,1,5082,0,14021
0,7.111,43400,38759,1,7062,0,15456
0,5.0125,56700,0,2,2,0,7602
1,8.8786,55300,48510,1,8481,0,8701
1,6.9392,75390,50575,NULL,11603,0,11977
0,6.6017,40915,33677,2,8885,0,3731
1,6.142,28000,13839,2,4411,0,5831
0,4.6754,41615,25144,1,7038,0,6335
0,6.3982,35630,20888,2,5387,0,6510
0,5.2764,41930,39116,2,9267,0,4697
0,3.2216,32830,22834,2,7727,0,6174
1,7.8263,43330,26075,1,6762,0,9366
0,5.5535,38500,32263,2,8073,0,3535
0,9.6465,37170,34426,1,8747,0,13426
0,7.3154,42770,20699,1,6088,0,13461
0,7.3421,27930,27832,2,7459,0,3983
0,9.0416,19040,17955,1,6277,0,9471
1,8.8098,42070,29141,1,8192,0,14441
0,7.8442,54775,58905,1,12452,0,3983
0,8.4884,57575,36043,1,8432,0,14441
1,8.5651,31500,27510,2,7959,1,6258
0,5.194,54600,53375,2,11536,1,6440
0,8.148,52010,32599,1,5688,0,14441
0,8.5914,24500,23618,2,4609,0,8701
0,5.1735,40005,38605,1,6827,0,7021
0,6.1873,53445,30996,1,5957,0,7875
0,8.1304,33040,24549,2,6938,0,8701
0,7.2466,36575,35756,2,8640,0,9723
0,7.2245,72555,71862,1,2224,0,6440
0,6.9794,45745,41216,2,9800,0,3731
0,7.3851,35875,27755,2,7035,0,3983
0,8.4451,50015,32130,1,7909,0,10801
0,5.114,56350,61285,1,12973,0,5859
1,5.745,41510,34944,1,8044,0,7602
0,5.6655,54950,45836,1,11138,0,10500
0,7.3947,42210,31486,1,11010,0,6902
1,8.6126,30940,21455,2,5835,0,14441
0,8.5839,50015,41615,1,10387,0,5971
0,8.1781,60585,53172,2,11914,0,10521
0,7.8537,44345,20517,2,6203,0,15918
0,7.3169,42210,39340,1,9635,0,5621
0,8.4748,32340,34118,1,9934,0,8701
0,6.8146,47880,52304,2,10744,0,6461
0,5.8366,52115,34622,3,9697,0,4697
0,5.442,52115,32809,1,8323,0,7021
0,5.8009,48580,29995,1,7317,0,8540
0,6.2468,60585,54992,1,12511,0,8505
0,9.385,57085,47768,1,12183,0,6363
0,9.1852,50015,51100,1,11438,0,10395
0,7.3765,49280,42273,1,10502,0,5621
0,6.0417,50015,40544,1,9891,0,7140
0,7.2464,28840,18396,2,5610,0,3983
0,7.9024,40250,40866,2,9518,0,6440
0,6.8642,66150,64484,1,12765,0,8505
0,4.6257,57750,46781,2,10290,0,5838
0,6.1415,48650,39298,2,9463,0,5775
0,5.6676,64820,57533,2,12127,0,7021
1,9.0975,49350,55979,1,12672,0,7371
0,7.6767,40810,34202,1,8849,0,8085
0,4.9605,38850,41055,2,9364,0,6825
0,9.2048,40950,44856,2,10248,0,7371
0,7.1996,48650,32781,1,8395,0,8085
0,6.9643,48650,46844,2,10515,0,3731
0,8.7096,39550,22701,1,6864,0,6881
0,7.939,66850,44191,1,11257,0,7721
1,6.3547,58450,45472,1,10273,0,11242
0,7.4351,52815,64785,1,487,0,6440
0,5.6914,50015,41468,1,9970,0,3535
0,9.9205,26705,23961,2,7153,0,12418
0,8.6631,42210,31059,1,9184,0,15064
0,8.1745,71855,86394,1,3040,0,9611
0,7.3912,54250,46893,2,11186,0,3983
0,8.3526,69720,62034,1,908,0,8701
1,9.5639,32340,33712,2,9978,0,13426
0,7.5182,77455,71428,1,1722,0,5621
0,8.816,57785,48580,1,11408,0,8701
0,5.5947,52815,34293,1,7798,0,5278
0,8.3825,38675,42707,1,9814,0,4158
0,9.6201,64120,72380,1,2102,0,6363
0,5.9945,42945,48335,2,10168,0,4697
0,5.7688,53550,45962,1,10438,0,8183
1,8.3229,52815,37870,1,10007,0,8701
0,7.6739,57085,48636,1,11663,0,8085
1,9.8947,21805,17402,2,4945,0,15526
0,9.6497,27930,13524,2,4593,0,6440
0,5.9313,49980,33999,1,9433,0,8757
0,9.0175,49980,41699,1,10145,0,9387
0,6.9393,26775,25998,2,6969,0,3731
0,7.3983,30975,34720,2,9313,0,8085
0,7.5134,26075,23268,1,7154,0,34454
0,5.9557,59675,36883,1,9264,0,18900
0,6.9475,64715,69545,1,1385,0,5096
0,8.0077,35630,32039,2,8331,0,5971
0,8.4116,27230,15337,2,4365,0,14441
1,9.3638,45780,30611,1,7822,0,11487
1,8.4281,34475,27951,2,7850,0,6258
1,8.7789,48580,32263,1,7345,0,6258
0,5.7217,39235,36631,2,8357,0,4697
0,5.264,42035,35784,2,8474,0,4697
0,6.6441,45535,33404,1,7965,0,7826
0,8.5291,45535,32284,2,8110,0,7161
0,7.3125,39235,35812,2,8517,0,8085
0,7.2006,35630,23863,2,6228,0,12642
0,7.8332,36435,28063,1,6680,0,7721
1,7.7674,63945,49630,1,10559,0,8904
0,8.7758,66850,50071,1,10374,0,11711
1,8.8261,63245,62118,1,13012,0,9611
0,8.6269,48440,29771,1,7418,0,14441
0,5.9616,37940,24619,1,6436,0,7378
0,8.2726,49840,46690,2,10594,0,15064
0,8.3113,62545,53298,1,12294,0,10521
0,7.3764,47040,61348,1,764,0,6440
0,8.7773,37940,24206,1,6717,0,10521
0,8.4711,57645,58506,2,12453,0,5061
0,7.1702,58590,63868,2,13004,0,7266
0,7.5484,35665,28406,1,7186,0,5621
1,7.3722,56245,38605,1,8387,0,4802
0,9.0824,59045,51331,2,11169,0,11410
0,5.6711,50645,53088,2,11345,0,5278
0,5.6792,59045,31101,1,7618,0,8540
0,8.082,55545,93233,1,2782,0,12341
0,5.7591,50645,25137,1,6667,0,10857
0,6.1038,44240,33579,1,8190,0,7140
0,7.6746,47040,30380,1,7889,0,11823
0,8.9602,34265,31024,2,8279,0,8701
0,8.652,49140,39830,1,9711,0,6881
0,5.3147,39340,32942,2,7545,0,4697
0,6.9631,48440,53473,2,11277,0,5775
0,8.4911,49840,41496,2,9673,0,15974
0,4.4707,34965,19222,1,5753,0,6951
0,9.193,51345,22939,1,7136,0,13510
0,6.786,45640,30247,1,10719,0,7140
0,9.2711,57190,39823,1,9844,0,7455
0,6.0249,40740,16730,1,6142,0,29470
0,6.3792,42840,36687,2,9063,0,8505
1,7.7881,58345,55062,1,11572,0,12180
0,8.1474,53445,57015,2,11986,0,8701
0,5.6557,59290,49147,1,9782,0,7021
1,7.3079,34965,22414,2,6041,0,8085
0,5.3453,44940,20482,2,6313,0,5278
0,7.5661,47040,33985,2,7770,0,27769
0,8.971,51345,54922,1,481,0,12341
1,5.5547,48440,18123,1,4956,0,8540
0,6.7329,43540,30128,2,7791,0,7140
0,7.3067,36540,36547,1,8445,0,7721
0,7.3948,51345,52745,1,11760,0,11361
0,4.2887,36540,23639,1,6121,0,3871
0,6.8539,37240,29785,1,7611,0,5096
0,8.8841,37590,34265,1,8381,0,8701
0,5.9958,64750,42616,1,9786,0,7602
0,7.8098,31465,14735,1,4830,0,13461
1,9.4952,49840,34293,1,9103,0,15526
0,7.5093,38640,32452,1,8362,0,9723
1,7.9452,49840,55972,2,11753,0,6440
0,6.2149,42140,23296,2,7088,0,5096
1,6.5027,49840,28238,1,7414,0,9240
0,6.7103,33565,19971,2,5621,0,7875
0,7.3173,60445,49126,1,10961,0,8085
0,8.1155,42385,37093,2,8438,0,4158
1,6.2612,36540,21091,1,6341,0,7875
1,7.1059,30765,16198,2,4769,0,10185
0,7.2832,52745,46949,2,9830,0,7266
0,8.2531,62545,48594,1,10726,0,8701
1,8.5416,31010,19551,2,5488,0,8701
0,7.5979,60445,50582,1,10202,0,9723
0,5.915,40740,22246,1,6295,0,10283
0,8.6502,48440,26551,1,7005,0,10801
0,9.2279,57645,53515,1,11610,0,4340
0,9.2264,60445,40740,1,10557,0,18557
0,8.2198,59745,40292,1,8290,0,17164
0,7.3467,46340,36953,2,9161,0,3983
0,7.4016,64190,62160,1,600,0,6440
0,7.2479,34265,21938,1,6626,0,8540
0,7.9997,40740,24325,2,6957,0,8085
1,8.2507,42840,37898,2,8959,0,10521
0,6.4307,41440,24423,2,7286,0,11921
0,9.2978,47740,29596,1,8177,0,15526
0,7.7897,47040,26068,1,7339,0,9723
0,9.1501,54145,49063,2,11404,0,11410
0,8.9573,35665,23114,2,6561,0,12621
0,8.5624,68250,47922,1,12039,0,8701
0,8.429,42140,20951,2,6047,0,8701
1,10.3675,64750,44842,1,10246,0,11130
0,5.6604,44240,24108,2,6561,0,3535
0,4.3043,40740,35266,2,8274,0,5838
1,5.2712,40985,43190,2,9598,0,7602
0,8.43,41440,34622,2,8332,0,10521
1,6.1096,62545,44919,1,10788,0,8505
1,9.1644,55545,36463,1,8894,0,11487
1,8.0546,43785,45605,2,10188,0,7791
1,8.4799,42140,27461,1,6994,0,15351
0,7.3467,67900,74277,1,1657,0,8904
0,5.3764,45640,35756,2,8640,0,7602
0,8.1727,40740,36960,2,9055,0,5971
0,8.8491,42140,38486,2,10538,0,6881
0,6.7262,54145,49385,1,11153,0,11921
0,8.6708,55545,63469,2,12242,0,4158
0,6.3899,42490,29925,2,7691,0,7140
0,8.6828,52045,46627,1,10139,0,9611
0,6.8333,49140,41972,2,11170,0,6461
0,5.6937,42140,19775,1,6110,0,11438
0,7.2661,38640,25200,2,6758,0,5621
0,7.1023,34265,17983,1,5198,0,11823
0,7.285,60445,39844,1,10193,0,8085
1,5.2153,41440,17003,NULL,5430,0,8540
0,8.5823,32410,25361,NULL,7500,0,8701
0,8.775,42140,24605,NULL,6748,0,9891
0,6.7278,43540,33425,NULL,8475,0,8505
0,8.4295,37240,19481,NULL,5399,0,4158
0,8.3802,37940,27475,NULL,7290,0,4158
0,4.8741,47740,33810,NULL,8536,0,6825
0,9.1712,41440,26292,NULL,6836,0,7455
1,7.8548,39340,23093,NULL,5929,0,8085
0,7.9247,34965,13664,2,4767,0,6083
0,9.2695,37240,17213,1,5704,0,8463
0,5.9419,46340,25620,2,7314,0,10857
0,8.0349,49140,32501,1,7602,0,15351
1,5.7477,49140,30667,1,8457,0,10500
0,5.7312,42490,21553,1,6417,0,6440
0,4.7492,34965,19432,1,6461,0,6951
1,8.2643,34265,24787,2,6617,0,18984
0,6.5214,34965,22673,2,6524,0,7140
0,7.9223,34965,24269,1,6048,0,10185
0,9.7186,26565,24549,2,7514,0,13510
0,5.7394,54390,55503,2,11606,0,6440
0,10.2026,31500,15127,1,5446,0,22337
0,7.6679,50890,66605,2,12704,0,7266
0,8.9904,33565,20790,1,5619,0,8981
0,7.0095,40985,34874,1,8375,0,10542
0,10.0154,29365,30009,2,9574,0,6790
0,9.021,49140,47390,1,10007,0,12418
0,9.5488,30765,11564,2,4491,0,20573
0,7.4934,31465,11914,2,5449,0,15099
0,10.1114,26565,19306,1,5686,0,12250
0,8.7607,54845,51282,2,10892,0,4158
0,6.5169,28665,12005,2,4429,0,11977
0,9.6699,29610,28420,2,6774,0,4340
0,6.4425,38500,25060,2,6407,0,5096
0,4.365,37240,22484,1,6948,0,6335
0,8.4725,46585,38647,2,9148,0,4158
0,8.6885,29365,17885,2,5415,0,6258
0,10.7879,27965,17563,1,5927,0,12250
0,7.811,35665,20713,1,6537,0,10185
1,10.5289,31115,19579,1,6403,0,10010
0,9.235,54845,60536,1,12157,0,4340
0,8.5329,30765,12509,2,4664,0,14441
0,9.665,39340,22463,1,6727,0,14434
0,7.8565,52850,43316,1,10292,0,5621
0,9.8872,38640,32774,2,8176,0,4340
0,8.9212,25865,27566,1,6168,0,18984
0,10.5201,30065,16590,2,5062,0,12250
0,10.1019,27265,22372,1,6820,0,14490
1,9.8779,31115,25081,1,8143,0,9471
0,10.2987,31465,27818,1,7098,0,10150
0,7.9284,66150,46858,1,10183,0,9366
0,10.3073,31465,23926,1,6242,0,10010
0,9.3677,52745,55818,1,11316,0,7371
0,8.0053,25865,13916,2,4869,0,8981
0,5.3,26565,15302,1,4854,0,10283
0,9.5387,29610,32060,2,7809,0,6363
0,6.8223,35000,22904,2,4934,0,11977
